Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-02-24 00:00:00-05:00,24.05503023007495,24.347335815429688,24.05503023007495,24.347335815429688,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.330136565947047,24.416108779960993,24.27855323753868,24.398914337158203,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.450486824094707,24.450486824094707,24.3129313426652,24.433292388916016,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.519274822657767,24.519274822657767,24.330135956564334,24.364524841308594,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.38170492201422,24.72559356689453,24.347316057526186,24.72559356689453,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,24.759982418155406,24.845954579329558,24.725593553685748,24.828760147094727,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,24.863169516029465,24.863169516029465,24.691225051879883,24.691225051879883,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,24.725605072255906,24.82877171372568,24.60524399054117,24.622438430786133,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.67401457614586,25.172653198242188,24.67401457614586,25.172653198242188,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.121083606670293,25.13827805130183,25.03511138351263,25.086694717407227,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.086682301376488,25.13826560974121,24.983515684647045,25.13826560974121,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.1554741054896,25.224251888416433,25.03511298536764,25.069501876831055,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,24.863158251788168,24.880352690413194,24.65682498828785,24.811574935913086,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,24.794386444091796,24.931941986083984,24.794386444091796,24.931941986083984,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,24.931941986083984,25.000719757080077,24.931941986083984,24.931941986083984,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,24.897544590819635,24.897544590819635,24.742794658970617,24.777183532714844,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,24.880358657836915,25.035108642578127,24.880358657836915,24.931941986083984,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.0324064211081,25.0324064211081,24.894201278686523,24.894201278686523,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,24.65234664363289,24.8078274563818,24.635070997771898,24.756000518798828,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,24.825114093451113,24.842389746960823,24.77328713292199,24.807838439941406,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,24.77328713292199,24.911492360999656,24.65235755835403,24.807838439941406,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,24.825093683157,25.01512571552633,24.790542404544397,24.963298797607422,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,24.9460313673557,24.96330701234694,24.80782620742575,24.825101852416992,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,24.84237468399608,25.049682400413296,24.84237468399608,24.928752899169922,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,24.96331247199216,24.99786376953125,24.928761174453072,24.99786376953125,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.066961417719206,25.136063999160196,24.980583190917965,24.98058319091797,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.0151307783054,25.0151307783054,24.84237435027843,24.894201278686523,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,24.68688847780397,24.68688847780397,24.37592697143555,24.375926971435547,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,24.565972636213424,24.565972636213424,24.427767445573686,24.496870040893555,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,24.54869250495835,24.54869250495835,24.358660402527285,24.427762985229492,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,24.462321759278375,24.514148712158203,24.410494806398546,24.514148712158203,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,24.61780037943881,24.61780037943881,24.37594128799169,24.479595184326172,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,24.721447982469535,24.84237749740824,24.686896692487046,24.825101852416992,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,24.80782004462348,24.963300810919865,24.79054440392388,24.876922607421875,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,24.894194085674258,24.911469723485272,24.825091534430193,24.84236717224121,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,24.825091534430193,24.894194085674258,24.73871334537511,24.84236717224121,148600,0.0,0.0,0.0
1993-04-16 00:00:00-04:00,24.859642810052225,24.894194085674258,24.807815896619175,24.84236717224121,47900,0.0,0.0,0.0
1993-04-19 00:00:00-04:00,24.842379540704485,24.911482126353174,24.721450015819276,24.738725662231445,157000,0.0,0.0,0.0
1993-04-20 00:00:00-04:00,24.704178003679246,24.73872930158649,24.46231891832854,24.617799758911133,279500,0.0,0.0,0.0
1993-04-21 00:00:00-04:00,24.669627500384042,24.669627500384042,24.53142230430346,24.60052490234375,67900,0.0,0.0,0.0
1993-04-22 00:00:00-04:00,24.496871934676406,24.704179736662383,24.28956413269043,24.28956413269043,97700,0.0,0.0,0.0
1993-04-23 00:00:00-04:00,24.237726662499565,24.30682923316956,24.151348449162075,24.18589973449707,106000,0.0,0.0,0.0
1993-04-26 00:00:00-04:00,24.203182175144004,24.289560412742663,23.9267718148283,23.995874404907227,62600,0.0,0.0,0.0
1993-04-27 00:00:00-04:00,23.96130950498445,24.254995346069336,23.96130950498445,24.254995346069336,156800,0.0,0.0,0.0
1993-04-28 00:00:00-04:00,24.22046550285127,24.27229246184453,24.168638543858005,24.203189849853516,85900,0.0,0.0,0.0
1993-04-29 00:00:00-04:00,24.255006330608047,24.30683326721191,24.11680116633108,24.306833267211914,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,24.393211825000556,24.479590053842625,24.341384887695312,24.341384887695312,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,24.375940499083782,24.496870040893555,24.27228660610398,24.496870040893555,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,24.548689222302308,24.669618725860445,24.51413793557141,24.583240509033203,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,24.583246880673663,24.7387277112612,24.583246880673663,24.6523494720459,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,24.61780214108495,24.635077791710273,24.54869953858366,24.565975189208984,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,24.58325131599797,24.58325131599797,24.479597410238316,24.514148712158203,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,24.54869953858366,24.704180394211566,24.54869953858366,24.565975189208984,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,24.56598374022155,24.66963768005371,24.49688111366678,24.66963768005371,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,24.56596821788986,24.6523464465041,24.56596821788986,24.63507080078125,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,24.531416991147868,24.531416991147868,24.324109241926898,24.341384887695312,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,24.341389494863424,24.410492091016337,24.30683819678697,24.324113845825195,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,24.393227730418296,24.410503387451172,24.289573788221052,24.410503387451172,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,24.427755015429966,24.445030655469168,24.30682553515556,24.393203735351562,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,24.393207637408306,24.894201278686523,24.237726852184032,24.894201278686523,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,24.89419624038221,24.963298797607422,24.842369322463306,24.963298797607422,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,24.980584712001868,25.01513600482621,24.721450015819276,24.738725662231445,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,24.79054025880816,24.92874536129629,24.79054025880816,24.84236717224121,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,24.946028207094614,24.946028207094614,24.894201278686523,24.894201278686523,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,24.963318169157827,25.222452959841124,24.946042516445605,25.205177307128906,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,25.23972686284838,25.23972686284838,25.08424599921687,25.118797302246094,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,25.10151766214852,25.10151766214852,24.87693422814444,24.99786376953125,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,25.084238573266248,25.326097622870744,25.04968728046561,25.23971939086914,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,25.170626001704466,25.291555570690004,25.066972085431146,25.205177307128906,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,25.153348605275315,25.153348605275315,25.066970347702256,25.118797302246094,21600,0.0,0.0,0.0
1993-06-04 00:00:00-04:00,25.04968531301221,25.04968531301221,24.92875579770801,25.03240966796875,32000,0.0,0.0,0.0
1993-06-07 00:00:00-04:00,25.084229059826967,25.084229059826967,24.94602394104004,24.94602394104004,121400,0.0,0.0,0.0
1993-06-08 00:00:00-04:00,24.876933547685734,24.876933547685734,24.7214527130127,24.721452713012695,104500,0.0,0.0,0.0
1993-06-09 00:00:00-04:00,24.807838439941406,24.911492360999656,24.77328713292199,24.807838439941406,43300,0.0,0.0,0.0
1993-06-10 00:00:00-04:00,24.790550562434507,24.84237749740824,24.738723627460775,24.825101852416992,17900,0.0,0.0,0.0
1993-06-11 00:00:00-04:00,24.911477256135154,24.963304185239455,24.825099040961312,24.928752899169922,647400,0.0,0.0,0.0
1993-06-14 00:00:00-04:00,24.96330384989731,24.980579492700006,24.894201278686523,24.894201278686523,64200,0.0,0.0,0.0
1993-06-15 00:00:00-04:00,24.92874536129629,24.946020999107304,24.842367172241207,24.84236717224121,142400,0.0,0.0,0.0
1993-06-16 00:00:00-04:00,24.84237435027843,24.894201278686523,24.77327177906764,24.894201278686523,330900,0.0,0.0,0.0
1993-06-17 00:00:00-04:00,24.94603190019747,24.980583190917965,24.894204964116728,24.98058319091797,37400,0.0,0.0,0.0
1993-06-18 00:00:00-04:00,24.96625651804249,24.96625651804249,24.774877548217773,24.774877548217773,58500,0.318,0.0,0.0
1993-06-21 00:00:00-04:00,24.844464505896674,24.844464505896674,24.792270252733026,24.82706642150879,29300,0.0,0.0,0.0
1993-06-22 00:00:00-04:00,24.861874792756154,24.861874792756154,24.809680513975003,24.8444766998291,137500,0.0,0.0,0.0
1993-06-23 00:00:00-04:00,24.844457350013116,24.844457350013116,24.618282318115234,24.618282318115234,227600,0.0,0.0,0.0
1993-06-24 00:00:00-04:00,24.687881278193643,24.9488525390625,24.687881278193643,24.9488525390625,243700,0.0,0.0,0.0
1993-06-25 00:00:00-04:00,24.931447982788082,25.001040300953576,24.91404990324671,24.931447982788086,44800,0.0,0.0,0.0
1993-06-28 00:00:00-04:00,25.05324653957201,25.209829330444336,25.018450363822605,25.209829330444336,439900,0.0,0.0,0.0
1993-06-29 00:00:00-04:00,25.17501834229193,25.17501834229193,25.05323179882542,25.088027954101562,207500,0.0,0.0,0.0
1993-06-30 00:00:00-04:00,25.12282410937771,25.17501834229193,25.05323179882542,25.088027954101562,437600,0.0,0.0,0.0
1993-07-01 00:00:00-04:00,25.122824901002506,25.122824901002506,24.983640275512187,25.018436431884766,605700,0.0,0.0,0.0
1993-07-02 00:00:00-04:00,24.931453359377137,24.94885144267049,24.792268693030298,24.87925910949707,285400,0.0,0.0,0.0
1993-07-06 00:00:00-04:00,24.844457350013116,24.914049667520153,24.583486159361716,24.618282318115234,246400,0.0,0.0,0.0
1993-07-07 00:00:00-04:00,24.600906253785126,24.722692918407823,24.600906253785126,24.687896728515625,343700,0.0,0.0,0.0
1993-07-08 00:00:00-04:00,24.705276329758274,25.018441804360844,24.670480165913546,24.96624755859375,248200,0.0,0.0,0.0
1993-07-09 00:00:00-04:00,24.966246755360068,25.035839080810547,24.914052511272207,25.035839080810547,378200,0.0,0.0,0.0
1993-07-12 00:00:00-04:00,25.00103835369848,25.03583451007106,24.966242197325897,25.018436431884766,373700,0.0,0.0,0.0
1993-07-13 00:00:00-04:00,25.035841392989617,25.10543372486728,24.861860563295455,25.00104522705078,389600,0.0,0.0,0.0
1993-07-14 00:00:00-04:00,25.01843564354927,25.157620264653858,25.001037565911197,25.088027954101562,617300,0.0,0.0,0.0
1993-07-15 00:00:00-04:00,25.07064063303318,25.07064063303318,24.931455952211344,24.98365020751953,443800,0.0,0.0,0.0
1993-07-16 00:00:00-04:00,25.001049113673204,25.018447199347296,24.879262513954544,24.914058685302734,216400,0.0,0.0,0.0
1993-07-19 00:00:00-04:00,24.91405221018068,24.91405221018068,24.82706180441888,24.89665412902832,188200,0.0,0.0,0.0
1993-07-20 00:00:00-04:00,24.879257148981925,24.96624755859375,24.75747057552537,24.96624755859375,68500,0.0,0.0,0.0
1993-07-21 00:00:00-04:00,24.931454455004577,24.9488525390625,24.86186211877288,24.9488525390625,142700,0.0,0.0,0.0
1993-07-22 00:00:00-04:00,24.91406225354484,24.948858429876605,24.774877548217773,24.774877548217773,632400,0.0,0.0,0.0
1993-07-23 00:00:00-04:00,24.82706180441888,24.89665412902832,24.809663723266517,24.89665412902832,286200,0.0,0.0,0.0
1993-07-26 00:00:00-04:00,24.966246755360068,25.088033324898408,24.966246755360068,25.035839080810547,121300,0.0,0.0,0.0
1993-07-27 00:00:00-04:00,25.053232588257348,25.070630666443638,24.93144604095332,25.018436431884766,92800,0.0,0.0,0.0
1993-07-28 00:00:00-04:00,24.96624755859375,25.018441804360844,24.93145139474902,24.96624755859375,30800,0.0,0.0,0.0
1993-07-29 00:00:00-04:00,25.018436397518123,25.175019100979643,24.983640241193342,25.105426788330078,331000,0.0,0.0,0.0
1993-07-30 00:00:00-04:00,25.10543221397267,25.10543221397267,24.93145139474902,24.96624755859375,75300,0.0,0.0,0.0
1993-08-02 00:00:00-04:00,25.001042918085307,25.12282948762365,25.001042918085307,25.035839080810547,41300,0.0,0.0,0.0
1993-08-03 00:00:00-04:00,25.08803025881449,25.157622575759888,24.966243704160053,25.053234100341797,81600,0.0,0.0,0.0
1993-08-04 00:00:00-04:00,25.053234100341797,25.105428338050842,24.9836417833964,25.053234100341797,434000,0.0,0.0,0.0
1993-08-05 00:00:00-04:00,25.053239475959032,25.053239475959032,24.966249061111952,25.00104522705078,36800,0.0,0.0,0.0
1993-08-06 00:00:00-04:00,25.07063524353579,25.088033324898408,25.001042918085307,25.035839080810547,402300,0.0,0.0,0.0
1993-08-09 00:00:00-04:00,25.105443118766992,25.244627834602152,25.053248850328806,25.17503547668457,828200,0.0,0.0,0.0
1993-08-10 00:00:00-04:00,25.157619476318363,25.17501755341125,25.122823322132582,25.15761947631836,604900,0.0,0.0,0.0
1993-08-11 00:00:00-04:00,25.14022139922547,25.22721178468992,25.14022139922547,25.15761947631836,542200,0.0,0.0,0.0
1993-08-12 00:00:00-04:00,25.22721257520615,25.22721257520615,25.001037565911197,25.088027954101562,303700,0.0,0.0,0.0
1993-08-13 00:00:00-04:00,25.10542182578935,25.140217975236045,25.10542182578935,25.122819900512695,103500,0.0,0.0,0.0
1993-08-16 00:00:00-04:00,25.14023541090574,25.331614365590834,25.14023541090574,25.262022018432617,241800,0.0,0.0,0.0
1993-08-17 00:00:00-04:00,25.244616256483468,25.3490047454834,25.244616256483468,25.3490047454834,369300,0.0,0.0,0.0
1993-08-18 00:00:00-04:00,25.43600496936577,25.540393498651813,25.41860688115143,25.48819923400879,414300,0.0,0.0,0.0
1993-08-19 00:00:00-04:00,25.50559732222313,25.50559732222313,25.45340305758011,25.48819923400879,28500,0.0,0.0,0.0
1993-08-20 00:00:00-04:00,25.4359962026224,25.50558853149414,25.41859812040446,25.50558853149414,80700,0.0,0.0,0.0
1993-08-23 00:00:00-04:00,25.401203497093338,25.47079583544154,25.401203497093338,25.453397750854492,15600,0.0,0.0,0.0
1993-08-24 00:00:00-04:00,25.453388861500787,25.73175811767578,25.453388861500787,25.73175811767578,273400,0.0,0.0,0.0
1993-08-25 00:00:00-04:00,25.731766497122276,25.853553086358147,25.69697032876917,25.749164581298828,242300,0.0,0.0,0.0
1993-08-26 00:00:00-04:00,25.766559600830075,25.90574425768804,25.662171108186605,25.766559600830078,120000,0.0,0.0,0.0
1993-08-27 00:00:00-04:00,25.69697032876917,25.749164581298828,25.69697032876917,25.749164581298828,25700,0.0,0.0,0.0
1993-08-30 00:00:00-04:00,25.766548141335733,25.888334661922734,25.766548141335733,25.853538513183594,183500,0.0,0.0,0.0
1993-08-31 00:00:00-04:00,25.83615297279102,25.92314338684082,25.801356807171096,25.92314338684082,66500,0.0,0.0,0.0
1993-09-01 00:00:00-04:00,25.836151472983822,25.940539963783756,25.836151472983822,25.88834571838379,136500,0.0,0.0,0.0
1993-09-02 00:00:00-04:00,25.90575151321298,25.940547687172973,25.783964904353013,25.801362991333008,472400,0.0,0.0,0.0
1993-09-03 00:00:00-04:00,25.783954221925967,25.853546541013486,25.749158062382207,25.818750381469727,630500,0.0,0.0,0.0
1993-09-07 00:00:00-04:00,25.818742785719067,25.853538935025966,25.60996588987767,25.64476203918457,196400,0.0,0.0,0.0
1993-09-08 00:00:00-04:00,25.64476971142628,25.64476971142628,25.383798513548808,25.55777931213379,269900,0.0,0.0,0.0
1993-09-09 00:00:00-04:00,25.453394977942757,25.62737580485966,25.453394977942757,25.60997772216797,239200,0.0,0.0,0.0
1993-09-10 00:00:00-04:00,25.679558910023083,25.853539661446003,25.6447627597385,25.83614158630371,106500,0.0,0.0,0.0
1993-09-13 00:00:00-04:00,25.923130810661878,25.923130810661878,25.85353851318359,25.853538513183594,66900,0.0,0.0,0.0
1993-09-14 00:00:00-04:00,25.783960749651936,25.783960749651936,25.66217416041606,25.749164581298828,184500,0.0,0.0,0.0
1993-09-15 00:00:00-04:00,25.64476958375093,25.836148461241606,25.55777918489153,25.818750381469727,101000,0.0,0.0,0.0
1993-09-16 00:00:00-04:00,25.78395159544577,25.801349673445397,25.69696120544764,25.714359283447266,54300,0.0,0.0,0.0
1993-09-17 00:00:00-04:00,25.699540891556264,25.717047390801195,25.62951489457655,25.664527893066406,200900,0.286,0.0,0.0
1993-09-20 00:00:00-04:00,25.69951464352614,25.75203408762054,25.45442390441894,25.454423904418945,57800,0.0,0.0,0.0
1993-09-21 00:00:00-04:00,25.489435315708032,25.524448276306533,25.104292749124532,25.36688995361328,318200,0.0,0.0,0.0
1993-09-22 00:00:00-04:00,25.45442757420471,25.61198592920323,25.419414606427264,25.57697296142578,439700,0.0,0.0,0.0
1993-09-23 00:00:00-04:00,25.646992210144084,25.734524606765735,25.611979251495423,25.717018127441406,88500,0.0,0.0,0.0
1993-09-24 00:00:00-04:00,25.68201423749175,25.699520722997878,25.61198829546723,25.647001266479492,53500,0.0,0.0,0.0
1993-09-27 00:00:00-04:00,25.83957442361547,25.927106857299805,25.83957442361547,25.927106857299805,274600,0.0,0.0,0.0
1993-09-28 00:00:00-04:00,25.944612048798227,25.944612048798227,25.85707961948379,25.87458610534668,158300,0.0,0.0,0.0
1993-09-29 00:00:00-04:00,25.87458075104485,25.944606680005727,25.75203537536331,25.78704833984375,221000,0.0,0.0,0.0
1993-09-30 00:00:00-04:00,25.787050854429907,25.83957030627192,25.682011950745874,25.73453140258789,99300,0.0,0.0,0.0
1993-10-01 00:00:00-04:00,25.69952587316225,25.892097252320823,25.664512895133416,25.857084274291992,22700,0.0,0.0,0.0
1993-10-04 00:00:00-04:00,25.8920955657959,25.8920955657959,25.822069614299494,25.8920955657959,1038500,0.0,0.0,0.0
1993-10-05 00:00:00-04:00,25.94461671936407,25.94461671936407,25.769551829219914,25.857084274291992,436500,0.0,0.0,0.0
1993-10-06 00:00:00-04:00,25.8745916077115,25.979630545225895,25.83957862854004,25.83957862854004,209200,0.0,0.0,0.0
1993-10-07 00:00:00-04:00,25.874587336312167,25.874587336312167,25.752041929441948,25.769548416137695,59400,0.0,0.0,0.0
1993-10-08 00:00:00-04:00,25.83956694894115,25.857073430613873,25.611982687195734,25.804553985595703,54400,0.0,0.0,0.0
1993-10-11 00:00:00-04:00,25.857084274291992,25.90960374133524,25.857084274291992,25.857084274291992,467100,0.0,0.0,0.0
1993-10-12 00:00:00-04:00,25.8920955657959,25.90960205367,25.874589077921797,25.8920955657959,26200,0.0,0.0,0.0
1993-10-13 00:00:00-04:00,25.90960205367,25.90960205367,25.857082590047696,25.8920955657959,139100,0.0,0.0,0.0
1993-10-14 00:00:00-04:00,25.997137539536354,26.224721908569332,25.927111579833902,26.224721908569336,108100,0.0,0.0,0.0
1993-10-15 00:00:00-04:00,26.34725487089727,26.41728079746444,26.2772289443301,26.364761352539062,1502500,0.0,0.0,0.0
1993-10-18 00:00:00-04:00,26.34726013229309,26.34726013229309,26.25972770660441,26.294740676879883,722400,0.0,0.0,0.0
1993-10-19 00:00:00-04:00,26.259738914443695,26.312258392272582,26.102180480957035,26.10218048095703,880100,0.0,0.0,0.0
1993-10-20 00:00:00-04:00,26.189684490349496,26.189684490349496,26.08464564881066,26.137165069580078,230400,0.0,0.0,0.0
1993-10-21 00:00:00-04:00,26.154699958785923,26.154699958785923,26.067167495737774,26.10218048095703,56200,0.0,0.0,0.0
1993-10-22 00:00:00-04:00,26.137172565305974,26.242211436968287,25.9796142578125,25.9796142578125,390700,0.0,0.0,0.0
1993-10-25 00:00:00-04:00,25.997126929221615,26.08465934312472,25.927100998099135,26.049646377563477,114500,0.0,0.0,0.0
1993-10-26 00:00:00-04:00,26.032140731811523,26.04964721515504,25.94460831509393,26.032140731811523,186200,0.0,0.0,0.0
1993-10-27 00:00:00-04:00,25.997126929221615,26.0671528603441,25.997126929221615,26.049646377563477,118400,0.0,0.0,0.0
1993-10-28 00:00:00-04:00,26.084648295193215,26.312232474949933,26.084648295193215,26.242206573486328,129600,0.0,0.0,0.0
1993-10-29 00:00:00-04:00,26.224700098120426,26.25971304885223,26.207193622754527,26.242206573486328,80700,0.0,0.0,0.0
1993-11-01 00:00:00-05:00,26.207197916483924,26.329743264122794,26.207197916483924,26.312236785888672,36400,0.0,0.0,0.0
1993-11-02 00:00:00-05:00,26.277234191742146,26.329753647155353,26.137182310640256,26.294740676879883,262100,0.0,0.0,0.0
1993-11-03 00:00:00-05:00,26.277231028653926,26.277231028653926,25.839568952893533,25.962114334106445,479100,0.0,0.0,0.0
1993-11-04 00:00:00-05:00,25.962122092217754,25.962122092217754,25.664511791767517,25.682018280029297,130400,0.0,0.0,0.0
1993-11-05 00:00:00-05:00,25.611982687195734,25.8045539855957,25.506943797159387,25.804553985595703,363200,0.0,0.0,0.0
1993-11-08 00:00:00-05:00,25.822072138954308,25.909604586882967,25.75204618061138,25.83957862854004,367600,0.0,0.0,0.0
1993-11-09 00:00:00-05:00,26.014642675421733,26.03214916443615,25.839577785277577,25.857084274291992,246900,0.0,0.0,0.0
1993-11-10 00:00:00-05:00,25.857075066976652,26.049646377563477,25.78704913585417,26.049646377563477,46500,0.0,0.0,0.0
1993-11-11 00:00:00-05:00,26.049640172254044,26.119666086695588,25.962107779202114,25.9796142578125,88900,0.0,0.0,0.0
1993-11-12 00:00:00-05:00,26.032154510518517,26.18971294400518,26.014648017908886,26.10218048095703,108200,0.0,0.0,0.0
1993-11-15 00:00:00-05:00,26.154675945819626,26.154675945819626,26.01462413352608,26.08465003967285,243300,0.0,0.0,0.0
1993-11-16 00:00:00-05:00,26.137196007615817,26.22472847917515,26.03215704174462,26.20722198486328,492600,0.0,0.0,0.0
1993-11-17 00:00:00-05:00,26.224719957668082,26.224719957668082,25.99713560556549,26.067161560058594,39600,0.0,0.0,0.0
1993-11-18 00:00:00-05:00,26.032140499333337,26.08465994889487,25.92710160021027,25.997127532958984,240800,0.0,0.0,0.0
1993-11-19 00:00:00-05:00,25.909601435487573,25.979627385313215,25.89209494803116,25.94461441040039,106000,0.0,0.0,0.0
1993-11-22 00:00:00-05:00,25.87458075104485,25.892087233285068,25.69951592864265,25.78704833984375,165300,0.0,0.0,0.0
1993-11-23 00:00:00-05:00,25.927106857299805,25.94461334403667,25.78705496340487,25.927106857299805,89700,0.0,0.0,0.0
1993-11-24 00:00:00-05:00,25.997127765124485,26.04964721515504,25.962114798437447,26.032140731811523,77200,0.0,0.0,0.0
1993-11-26 00:00:00-05:00,26.10216582590534,26.10216582590534,26.03213989478286,26.049646377563477,1019800,0.0,0.0,0.0
1993-11-29 00:00:00-05:00,26.119679284964498,26.17219874733373,25.944614410400394,25.94461441040039,517500,0.0,0.0,0.0
1993-11-30 00:00:00-05:00,25.927101368045612,26.084659715319354,25.909594885015196,25.962114334106445,230000,0.0,0.0,0.0
1993-12-01 00:00:00-05:00,26.10216643208205,26.119672915269227,25.997127532958984,25.997127532958984,379200,0.0,0.0,0.0
1993-12-02 00:00:00-05:00,26.049655071435318,26.084668048681873,25.99713560556549,26.067161560058594,352000,0.0,0.0,0.0
1993-12-03 00:00:00-05:00,26.04964054579719,26.17218589782715,26.04964054579719,26.17218589782715,306000,0.0,0.0,0.0
1993-12-06 00:00:00-05:00,26.20720421600342,26.29473662821452,26.20720421600342,26.259723663330078,99500,0.0,0.0,0.0
1993-12-07 00:00:00-05:00,26.25971304885223,26.277219524218133,26.207193622754527,26.242206573486328,88800,0.0,0.0,0.0
