Date,Return_Pct,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,ATRr_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,ADXR_14_2,DMP_14,DMN_14,RSI_14,Dist_EMA_20,Dist_EMA_50,EMA_20_50_Ratio,OBV_ROC_5,Relative_Volume,Target_Direction
1993-04-12,1.4114460757863823,24.37392473515066,24.777400398254393,25.180876061358127,3.256803834288923,0.5591179013039909,0.220519864382092,-0.01948190320492671,-0.04321443959151722,0.023732536386590508,14.309148448582109,14.75243704897661,26.949721526917756,27.654854109799228,55.18507046755244,0.004694112331554479,0.008114910236941997,0.0034048153198082964,51.18177911474,3.0364700024894202,1
1993-04-13,0.2087894399795065,24.374876598961837,24.774650859832764,25.17442512070369,3.2272847204404638,0.6279309555289228,0.2171081964233569,-0.0022239970357169625,-0.02076522673784598,0.018541229702129017,13.712167552148983,14.51134280997579,29.389417167873148,26.08774077029488,56.43872652398175,0.006140996493769757,0.00981503967544839,0.003651618604630924,33.26537013801756,1.2048065029157096,0
1993-04-14,-0.13897450523975285,24.375847072303802,24.770172691345216,25.16449831038663,3.1838746055992795,0.5915392889293515,0.20777033828048347,0.008564570906621327,-0.007981327036406152,0.01654589794302748,13.157828148318226,13.733488298450167,28.519213527310335,25.315297857844556,55.326970021496486,0.004289092357762758,0.008079120377585847,0.0037738416643808836,43.748769442803706,0.9406213134093591,0
1993-04-15,0.0,24.37778739808379,24.77343225479126,25.16907711149873,3.1941061104357167,0.5871147557369596,0.2040353661434226,0.01691955068017137,0.00029892218971511175,0.016620628490456257,12.219888361547207,12.966027956848095,26.97115742811624,26.956774237455004,55.326970021496486,0.0038790228487133316,0.007759833592986043,0.003865815158942354,36.23810412390371,1.1439568899153194,0
1993-04-16,0.0,24.378874437856343,24.768954086303708,25.159033734751073,3.1497466311107942,0.5940976783601267,0.1956312815919728,0.023272659611812685,0.005321624897085139,0.017951034714727546,11.348944273831261,12.253386211074744,26.12279586257551,26.10886508654199,55.32697002149648,0.0035082960287924347,0.007453258313095068,0.00393117057418868,105.60405519571954,0.379943342776204,0
1993-04-19,-0.4171812716197043,24.375437345731832,24.761180877685543,25.146924409639254,3.115711919065525,0.47089606662781835,0.19523134184864036,0.019717556617521836,0.0014132175222354298,0.018304339095286407,10.971465322307617,11.595676841927412,24.31106752313814,27.44998120216033,51.52678080413684,-0.0006136063058990171,0.003122489207399104,0.003738389412615728,-18.547470153496302,1.1978854433484114,0
1993-04-20,-0.4888275586424351,24.363221587737346,24.754270839691163,25.14532009164498,3.159448763296277,0.3255040925832273,0.2010298564704348,0.007060702901306115,-0.008994908955184233,0.01605561185649035,11.724130634528413,11.536537454179836,21.928750395325498,33.94692667955685,47.43278896414982,-0.004977786210404567,-0.0017113243976680792,0.003282802903762372,-65.4466282217253,1.9009910610182668,0
1993-04-21,-0.07019546881276151,24.347874763524086,24.74390506744385,25.139935371363617,3.201033166271172,0.31896865836347416,0.1965423776667478,-0.004314607026721262,-0.01629617510656929,0.011981568079848027,12.423034138733437,11.697249730520527,20.829663311643056,32.24547867310003,46.85982859772757,-0.005138429601593497,-0.0023177057615738628,0.0028352927924335525,-69.0864265169155,0.47183203454608624,0
1993-04-22,-1.2640881095905332,24.274579226440686,24.71799068450928,25.161402142577877,3.5877629676952734,0.016875784884544484,0.21211901343292597,-0.03798461781578766,-0.03997294871650855,0.001988330900720891,13.91909578882932,12.821613211678866,17.92679910865591,35.88149559051112,37.970976584316055,-0.016054359870643298,-0.01435222938967029,0.00172990296572606,-82.4681550472538,0.6897977709415503,0
1993-04-23,-0.42666044325916364,24.19210519593521,24.679120731353763,25.166136266772316,3.9467819029696725,-0.006359157866513083,0.20807343087176305,-0.07219847295241877,-0.05934944308251173,-0.012849029869907042,15.713102241446004,14.06806819008972,16.971621534713307,38.7051548092288,35.55073654220854,-0.018359071441464314,-0.017842834678926334,0.0005258916448156459,-96.98671414874674,0.7312145848731215,0
1993-04-26,-0.7857333646783426,24.06867903861479,24.63765916824341,25.20663929787203,4.618783998457165,-0.06397818650985482,0.2191245142319488,-0.11334105396054284,-0.08039361927250863,-0.032947434688034204,17.943229898321714,15.931162843575517,14.967630378448018,41.44469108794094,31.576194992563945,-0.02364780864484728,-0.024582259480213975,-0.0009570837691977863,-107.08427848543012,0.45648210844314807,1
1993-04-27,1.079919804456786,24.027824703293675,24.603971672058105,25.180118640822535,4.6833655675090915,0.19715967789601746,0.22445033648983143,-0.12361180029318675,-0.07253149248412202,-0.051080307809064716,20.014062722563448,17.863582482004727,13.570658334091249,37.576538723607975,41.225623442835555,-0.0118708038645714,-0.013505047612157983,-0.0016538765922291532,-60.42234332425068,1.127478171545968,0
1993-04-28,-0.21369687253939285,23.9928769581075,24.564237594604496,25.13559823110149,4.651971259409189,0.18403564598322086,0.21582201738165951,-0.13438476215931416,-0.06664356348019956,-0.0677411986791146,21.817077864692227,19.88015388150697,13.676552263929299,36.28918241002709,40.01021707029905,-0.012667616357133205,-0.01501006620019274,-0.002372503811144955,-86.57509968985379,0.5998304154820688,1
1993-04-29,0.42828538636390245,23.983622498466236,24.530550384521487,25.077478270576737,4.4591570713419975,0.29548190143873254,0.21397988261899348,-0.13302459843401238,-0.052226719803918215,-0.08079787863009416,23.630521464167995,21.82229209336572,12.81006995679505,35.71778267829076,43.59189470968471,-0.007641441777114122,-0.010372691928348665,-0.0027522815504565923,-9.921875000000002,0.6233303650934996,1
1993-04-30,0.14213989676377103,23.97792668964223,24.502910137176517,25.027893584710803,4.285070178156234,0.3461633953496952,0.21103524029703666,-0.12768689078168194,-0.037511209721270214,-0.09017568106041172,24.12281358438336,22.969945724537794,17.90223420422446,33.63175260736722,44.77538679790931,-0.005640832264962925,-0.00861745739018649,-0.0029935110187637726,826.3636363636364,0.7513189012188466,1
1993-05-03,0.6387216571329457,23.987356679894354,24.508956813812258,25.03055694773016,4.256404202597076,0.4884046141140646,0.2120029622299783,-0.10964734370903528,-0.01557733011889885,-0.09407001359013643,24.810961158322726,24.220741311245362,16.54909577607324,33.415627144658686,49.87221034996069,0.0006426587457184496,-0.0021958602590422815,-0.0028366959772819778,-800.2463054187192,0.7117145563624881,1
1993-05-04,0.3526789224979954,23.99066821394508,24.513276576995853,25.035884940046625,4.263880117447916,0.5669518474770504,0.20920086022169265,-0.08737232318873467,0.005358152321121412,-0.09273047550985608,24.385900609106226,24.25435709674479,21.466909042140095,31.446423623208652,52.495918359231446,0.0037729093504232925,0.0012712290727578957,-0.002492277141932897,272.9776247848537,1.2941103533787974,1
1993-05-05,0.2810134702428524,23.999986042467686,24.524505233764653,25.04902442506162,4.277510892042984,0.6218571182051116,0.2053637100923117,-0.06341385247782938,0.02345329842562137,-0.08686715090345075,23.60268080548682,24.206820981904773,22.707589568602273,29.747493626773522,54.544641712357986,0.005961936213887853,0.003924113909738569,-0.0020257449420194584,1690.0990099009903,0.9698741578746662,0
1993-05-06,-0.3503772749164913,24.00228107500564,24.52709655761719,25.051912040228743,4.27947499924171,0.5370275662962192,0.19809857590155172,-0.050810714215106856,0.028845149350675114,-0.07965586356578197,23.024161356292968,23.705030982699597,21.859711009816014,29.881337063478735,51.55098791962465,0.002204641098899396,0.000390640945872045,-0.0018100097311845031,322.98352124891585,0.48462219972155424,0
1993-05-07,-0.21096864593798115,24.004439495951658,24.528823852539062,25.053208209126467,4.275658382479873,0.48599453660586006,0.19135252400182373,-0.04449172697383119,0.028131309273560626,-0.07262303624739182,22.784267996555947,23.193474401021383,21.014668982626283,31.30334967984839,49.78538248957467,8.170249841987776e-05,-0.0016525352317259268,-0.0017340960501659453,105.93719332679098,0.638412017167382,1
1993-05-10,0.21141466459317915,24.009821402248313,24.515866661071772,25.02191191989523,4.128308134641616,0.549496735542244,0.19125817278310606,-0.03489961940497466,0.030178733473933725,-0.06507835287890838,21.835405109848878,22.42978323307092,24.037027258707997,29.083585075515217,51.5716282626651,0.001986461476531698,0.0004401444045321057,-0.001543251462420847,87.68906085121351,1.2029269764634882,1
1993-05-11,0.42196058445427287,24.022634924155014,24.505500793457028,24.98836666275904,3.9408773839948545,0.6699433847915408,0.18993662088259056,-0.018717650769126237,0.03708856168782572,-0.055806212456951956,21.198181240627715,21.99122461859183,22.476612424663266,29.142895541726162,55.01819422181563,0.00561927130241302,0.004477980736996345,-0.0011349131803515267,32.948777111213666,0.4586633853726063,0
1993-05-12,-0.14003417044056166,24.034319912290435,24.495136260986328,24.95595260968222,3.762513045741576,0.6518374455335793,0.18377318310735583,-0.008581961818450168,0.037779400510801434,-0.0463613623292516,20.606473362065206,21.22093923595704,21.57179889280373,27.969725593091532,53.647896479624414,0.0038084798944297837,0.0029505671291054636,-0.0008546578182070386,0.5162241887905594,0.3518158236057069,0
1993-05-13,-1.1921531597474666,24.03499689194639,24.470087337493897,24.905177783041406,3.5561004711319404,0.35209909368614406,0.19285820342516438,-0.023971183081865632,0.017912143397908774,-0.041883326479774406,21.111825499834005,21.155003370230858,19.088995290617106,33.70239215121414,43.68631763188481,-0.007387198760195557,-0.008656014944987245,-0.001278258937631005,-14.681156448636457,1.4382111880321478,0
1993-05-14,-0.07096123718911551,24.04194918608902,24.44417476654053,24.84640034699204,3.290972874257809,0.35075424519176085,0.18648646705403604,-0.037132988475704565,0.0038002704032558815,-0.040933258878960446,21.6475822452508,21.127027803658002,18.33160885663432,33.026369212141255,43.17849942521926,-0.007326589515001425,-0.008995748064978493,-0.001681478049423757,-15.987610197760304,0.7069020356234096,1
1993-05-17,0.3551208707142095,24.05010634002896,24.42776308059693,24.805419821164897,3.092028847028913,0.477136340976002,0.1818038302633985,-0.040131063668535916,0.0006417561683396272,-0.04077281983687554,22.214802390371148,21.663313945102576,17.46116804084666,32.13643683778648,46.52611788535981,-0.0034406066813531533,-0.005262851285325221,-0.0018285358767266002,-27.548725637181406,0.4194571730701445,0
